0,1,2
59.18,51.527,3.3206
17.903,6.9989,1.0659
47.016000000000005,41.3,13.606
33.003,28.628,15.793
31.552,21.002,11.565
45.61600000000001,17.835,38.664
10.655,6.7079,0.0
43.853,38.813,11.870999999999999
58.7,0.0,30.266
44.506,32.264,2.7588
20.883000000000003,1.3105,19.491
23.918000000000003,0.0,3.1398
21.243000000000002,14.004000000000001,3.7744
13.276,0.0,11.602
10.147,0.0,7.3004
39.115,13.515999999999998,27.273000000000003
45.358999999999995,17.535999999999998,29.255
32.1,13.308,6.7765
61.845,6.1952,53.227
74.187,12.929,34.937
76.32,16.840999999999998,39.757
21.58,0.0,6.1326
19.034000000000002,18.39,8.5858
42.753,19.518,0.6763899999999999
26.409000000000002,0.0,24.711
37.639,29.185,30.424
30.625999999999998,15.258,10.357999999999999
15.092,12.352,3.2051
23.044,22.682,7.3718
59.977,20.099,33.891999999999996
69.775,23.443,37.813
57.911,19.395,29.051
67.83,25.291,33.282
27.816999999999997,14.797,13.452
60.478,18.835,58.097
65.766,25.509,60.581
59.908,10.025,49.071999999999996
28.871,27.125,14.578
35.813,1.7671,26.459
18.92,17.287,18.151
34.658,24.124000000000002,0.0
30.344,23.491,18.812
29.901999999999997,28.734,0.0
30.851999999999997,29.405,18.982
67.23100000000001,48.326,37.078
22.070999999999998,19.412,13.808
31.375,11.978,19.477999999999998
28.848000000000003,21.41,11.66
27.246,6.7735,19.236
69.365,18.844,56.211000000000006
49.638000000000005,36.506,3.0717
68.551,21.153000000000002,58.99
25.188000000000002,21.818,12.619000000000002
12.135,9.8744,0.98982
27.088,19.253,8.4481
43.119,2.5446,39.624
49.063,6.79,40.9
27.291,20.656999999999996,8.8938
36.472,18.164,21.405
65.277,30.254,11.690999999999999
43.403999999999996,29.428,22.004
39.265,20.746,27.541
13.655,7.7945,5.1319
50.166000000000004,29.511,28.798000000000002
5.7487,4.0133,5.6244
64.611,36.465,54.461000000000006
34.542,1.8433,0.0
46.806999999999995,10.032,1.8766
42.558,10.609000000000002,36.056999999999995
31.936999999999998,23.104,15.95
37.052,32.417,21.104
36.958,4.4009,1.5559
37.913000000000004,21.121,17.655
61.926,51.476000000000006,14.635
70.737,40.583,50.001000000000005
29.29,28.854,24.85
31.822,8.3146,30.015
40.144,11.694,13.394
59.598,30.243000000000002,0.0
80.23899999999999,34.49,46.09
76.55199999999999,19.581,10.368
36.745,28.503,8.0166
14.915,7.7135,5.9534
18.367,0.0,17.839000000000002
46.318000000000005,26.326999999999998,20.307000000000002
19.072,8.6238,7.7961
36.727,29.529,16.467
39.905,22.816999999999997,3.5897
53.552,22.798000000000002,39.006
36.222,21.066999999999997,25.846999999999998
55.981,18.679000000000002,28.456
57.236000000000004,22.238000000000003,27.296
21.801,7.7254,11.027000000000001
49.858999999999995,26.426,47.358999999999995
54.787,21.799,40.679
40.665,11.024000000000001,6.8598
29.162,7.9911,0.85262
50.831,40.861999999999995,17.52
69.64,31.397,3.2994
60.082,10.187999999999999,43.928999999999995
53.766999999999996,24.405,26.628
8.34,5.4337,6.2104
49.645,33.379,24.186999999999998
