0,1,2
61.22653841972351,14.371943771839142,37.64723360538483
51.886582374572754,20.738105177879333,40.44235825538635
42.775649428367615,23.82807433605194,19.6873377263546
49.24455285072327,26.029014587402344,34.54849362373352
47.68249869346619,36.83384835720062,21.451285779476166
71.20015025138855,23.48551332950592,24.235678911209106
42.10040599107742,16.783084720373154,14.05592456459999
34.92289513349533,24.652440547943115,20.83406388759613
59.98756170272827,39.32409703731537,35.182605385780334
28.660795390605927,15.195786952972412,10.981728807091713
57.95918941497803,16.41319066286087,22.53624737262726
24.904085397720337,3.860916495323181,15.059679597616196
36.62924408912659,11.69849619269371,26.90925657749176
53.42875599861145,28.416561484336853,20.673135370016098
51.272302865982056,20.90977594256401,33.032246232032776
54.872084856033325,19.458675384521484,26.835409998893738
46.780879497528076,11.889063119888306,30.036170482635498
42.15804398059845,21.638454347848892,31.648285388946533
53.60955834388733,25.61899870634079,21.44043356180191
50.326974391937256,19.18612003326416,32.62038767337799
43.08495104312897,17.44496002793312,36.643245220184326
40.64055472612381,18.307527601718903,1.2356360256671906
45.39542734622955,25.62135100364685,21.851070374250412
65.25054931640625,18.14242422580719,28.34696888923645
53.79974842071533,23.54432612657547,30.350300073623657
53.33734095096588,16.317225247621536,40.50029397010803
45.73112726211548,16.898535043001175,35.76894700527191
48.431875705718994,26.46245151758194,24.07069355249405
47.034873962402344,23.14141809940338,40.769614577293396
31.968015432357788,28.347902297973633,12.444934844970703
38.913303315639496,28.52097988128662,30.243325531482697
49.1348397731781,19.25097182393074,37.424824833869934
29.12899374961853,23.86107623577118,17.84221261739731
38.43278020620346,29.61078017950058,21.603152453899384
40.177372097969055,30.897706747055054,31.656900644302368
62.40040183067322,20.41978731751442,33.784195482730865
63.13912510871887,46.66274428367615,18.894297033548355
32.50510901212692,14.104996919631958,11.289983689785004
30.33751666545868,16.717007160186768,14.228621274232864
43.83416444063187,31.559190452098846,9.300253316760063
41.54141753911972,29.688604474067688,20.934818387031555
31.206378042697906,19.614647179841995,27.22963035106659
28.362407684326172,21.446181535720825,21.24614641070366
55.28071939945221,19.561910927295685,36.16590857505798
58.63749325275421,35.81798851490021,26.29925787448883
28.92461746931076,0.0,25.518265664577484
69.65755820274353,37.59789437055588,31.125721335411072
33.93143802881241,15.130806416273117,20.774644911289215
57.40780234336853,42.709704637527466,12.22602903842926
60.94768524169922,23.902071118354797,34.664751291275024
62.495319843292236,21.660243272781372,28.01009953022003
30.59088885784149,15.173183977603912,0.0
24.970917999744415,19.355472028255463,11.913400143384933
34.0588241815567,21.03111907839775,26.405467987060547
26.600818634033203,19.447805732488632,17.546155750751495
34.907284677028656,26.619985699653625,23.038563430309296
31.949934661388397,12.71481066942215,8.453582525253296
25.587109923362732,14.49196994304657,3.8997716456651688
27.278360724449158,16.80062636733055,19.65500235557556
23.107681274414062,15.672733336687088,19.49871003627777
18.905257880687714,16.67752370238304,4.278535097837448
31.29729688167572,11.65925681591034,16.176373064517975
49.07814860343933,19.721549302339554,35.81568717956543
40.5032604932785,16.458341628313065,20.568552017211914
31.749855279922485,10.574392452836037,19.417267441749573
44.39413994550705,21.42219051718712,30.747159719467163
21.518685668706894,13.793241083621979,0.4967088997364044
64.84291791915894,34.94073450565338,24.64805245399475
37.96522557735443,22.931857109069824,15.906549543142319
23.34704428911209,9.325131475925446,16.013966649770737
21.25538930296898,12.732692956924438,14.059190154075623
19.812049716711044,1.3721255958080292,5.657830238342285
20.510958284139633,5.434248000383377,24.32148814201355
37.86893427371979,26.790568828582764,8.89871321618557
55.72165310382843,18.868533074855804,40.74452519416809
59.676618576049805,32.204438745975494,33.017794489860535
18.654287606477737,9.328391030430794,5.621584206819534
30.2545827627182,19.910925328731537,7.69218385219574
23.15244734287262,5.2552226185798645,3.1160348653793335
23.949210941791534,15.3739432990551,8.659010231494904
13.763975501060486,5.707892328500748,6.406467631459236
21.58597156405449,15.43751835823059,23.389474153518677
61.158501505851746,33.34128499031067,39.75444674491882
36.224699914455414,19.755601286888123,19.10189062356949
33.776076436042786,18.722402304410934,19.205380976200104
27.976381480693817,6.085642576217651,23.875798881053925
19.967007637023926,7.689036950469017,2.834652364253998
37.8180930018425,15.656546205282211,23.7402480840683
14.757378548383713,1.2936535477638245,10.10156661272049
9.334047138690948,4.769424945116043,3.2808364927768707
15.030356347560883,2.3768918216228485,4.279593899846077
14.447663873434067,7.287101894617081,17.421435713768005
18.46086949110031,0.0,7.061994820833206
25.04298359155655,7.021167576313019,11.55744954943657
21.285439431667328,9.317140504717827,9.98319000005722
39.681227803230286,17.37712025642395,10.420650914311409
11.08533650636673,6.2078748643398285,7.734936252236366
22.924368381500244,8.774642944335938,9.494169652462006
44.45356160402298,33.13184201717377,28.286978602409363
17.129914462566376,7.492894381284714,5.382553786039352
